Start Date,End Date,State,County,COVID-19 Deaths,Total Deaths
01/01/2020,06/26/2021,NE,Pawnee County,,56
01/01/2020,06/26/2021,NE,Perkins County,12,60
01/01/2020,06/26/2021,NE,Phelps County,16,172
01/01/2020,06/26/2021,NE,Pierce County,14,97
01/01/2020,06/26/2021,NE,Platte County,42,388
01/01/2020,06/26/2021,NE,Polk County,16,104
01/01/2020,06/26/2021,NE,Red Willow County,16,188
01/01/2020,06/26/2021,NE,Richardson County,13,165
01/01/2020,06/26/2021,NE,Rock County,,30
01/01/2020,06/26/2021,NE,Saline County,,144
01/01/2020,06/26/2021,NE,Sarpy County,83,1354
01/01/2020,06/26/2021,NE,Saunders County,,283
01/01/2020,06/26/2021,NE,Scotts Bluff County,118,758
01/01/2020,06/26/2021,NE,Seward County,18,195
01/01/2020,06/26/2021,NE,Sheridan County,18,111
01/01/2020,06/26/2021,NE,Sherman County,,45
01/01/2020,06/26/2021,NE,Stanton County,,67
01/01/2020,06/26/2021,NE,Thayer County,,101
01/01/2020,06/26/2021,NE,Thurston County,,102
01/01/2020,06/26/2021,NE,Valley County,,65
01/01/2020,06/26/2021,NE,Washington County,16,225
01/01/2020,06/26/2021,NE,Wayne County,10,102
01/01/2020,06/26/2021,NE,Webster County,,68
01/01/2020,06/26/2021,NE,York County,,165
01/01/2020,06/26/2021,NH,Belknap County,100,1029
01/01/2020,06/26/2021,NH,Carroll County,11,692
01/01/2020,06/26/2021,NH,Cheshire County,43,1086
01/01/2020,06/26/2021,NH,Coos County,44,634
01/01/2020,06/26/2021,NH,Grafton County,46,2182
01/01/2020,06/26/2021,NH,Hillsborough County,653,5762
01/01/2020,06/26/2021,NH,Merrimack County,123,2427
01/01/2020,06/26/2021,NH,Rockingham County,217,3621
01/01/2020,06/26/2021,NH,Strafford County,91,1916
01/01/2020,06/26/2021,NH,Sullivan County,20,516
01/01/2020,06/26/2021,NJ,Atlantic County,639,5040
01/01/2020,06/26/2021,NJ,Bergen County,3165,14375
01/01/2020,06/26/2021,NJ,Burlington County,779,6015
01/01/2020,06/26/2021,NJ,Camden County,1328,10318
01/01/2020,06/26/2021,NJ,Cape May County,159,1819
01/01/2020,06/26/2021,NJ,Cumberland County,374,2644
01/01/2020,06/26/2021,NJ,Essex County,3057,13075
01/01/2020,06/26/2021,NJ,Gloucester County,578,4442
01/01/2020,06/26/2021,NJ,Hudson County,1698,6708
01/01/2020,06/26/2021,NJ,Hunterdon County,167,1356
01/01/2020,06/26/2021,NJ,Mercer County,851,5027
01/01/2020,06/26/2021,NJ,Middlesex County,2418,12194
01/01/2020,06/26/2021,NJ,Monmouth County,1674,10829
01/01/2020,06/26/2021,NJ,Morris County,1556,8503
01/01/2020,06/26/2021,NJ,Ocean County,1778,11554
01/01/2020,06/26/2021,NJ,Passaic County,1587,6798
01/01/2020,06/26/2021,NJ,Salem County,114,1067
01/01/2020,06/26/2021,NJ,Somerset County,634,3756
01/01/2020,06/26/2021,NJ,Sussex County,240,1926
01/01/2020,06/26/2021,NJ,Union County,1627,7750
01/01/2020,06/26/2021,NJ,Warren County,224,1575
01/01/2020,06/26/2021,NM,Bernalillo County,1649,12698
01/01/2020,06/26/2021,NM,Chaves County,148,1064
01/01/2020,06/26/2021,NM,Cibola County,62,378
01/01/2020,06/26/2021,NM,Colfax County,31,218
01/01/2020,06/26/2021,NM,Curry County,64,600
01/01/2020,06/26/2021,NM,Dona Ana County,465,3336
01/01/2020,06/26/2021,NM,Eddy County,79,749
01/01/2020,06/26/2021,NM,Grant County,24,502
01/01/2020,06/26/2021,NM,Guadalupe County,,76
01/01/2020,06/26/2021,NM,Lea County,90,717
01/01/2020,06/26/2021,NM,Lincoln County,18,257
01/01/2020,06/26/2021,NM,Los Alamos County,,177
01/01/2020,06/26/2021,NM,Luna County,27,362
01/01/2020,06/26/2021,NM,McKinley County,207,1028
01/01/2020,06/26/2021,NM,Mora County,,40
01/01/2020,06/26/2021,NM,Otero County,44,914
01/01/2020,06/26/2021,NM,Quay County,,151
01/01/2020,06/26/2021,NM,Rio Arriba County,39,547
01/01/2020,06/26/2021,NM,Roosevelt County,20,181
01/01/2020,06/26/2021,NM,Sandoval County,407,2327
01/01/2020,06/26/2021,NM,San Juan County,456,2070
01/01/2020,06/26/2021,NM,San Miguel County,,350
01/01/2020,06/26/2021,NM,Santa Fe County,181,2244
01/01/2020,06/26/2021,NM,Sierra County,45,326
01/01/2020,06/26/2021,NM,Socorro County,22,224
01/01/2020,06/26/2021,NM,Taos County,39,454
01/01/2020,06/26/2021,NM,Torrance County,,191
01/01/2020,06/26/2021,NM,Union County,,65
01/01/2020,06/26/2021,NM,Valencia County,32,814
01/01/2020,06/26/2021,NV,Churchill County,54,435
01/01/2020,06/26/2021,NV,Clark County,4632,32783
01/01/2020,06/26/2021,NV,Douglas County,34,621
01/01/2020,06/26/2021,NV,Elko County,31,468
01/01/2020,06/26/2021,NV,Humboldt County,,160
01/01/2020,06/26/2021,NV,Lander County,,64
01/01/2020,06/26/2021,NV,Lincoln County,,69
01/01/2020,06/26/2021,NV,Lyon County,11,697
01/01/2020,06/26/2021,NV,Mineral County,,86
01/01/2020,06/26/2021,NV,Nye County,21,828
01/01/2020,06/26/2021,NV,Pershing County,,76
01/01/2020,06/26/2021,NV,Storey County,,49
01/01/2020,06/26/2021,NV,Washoe County,800,7998
01/01/2020,06/26/2021,NV,White Pine County,,101
01/01/2020,06/26/2021,NV,Carson City,186,1796
01/01/2020,06/26/2021,NY,Albany County,684,6479
01/01/2020,06/26/2021,NY,Allegany County,69,641
01/01/2020,06/26/2021,NY,Bronx County,5729,23349
01/01/2020,06/26/2021,NY,Broome County,478,3986
01/01/2020,06/26/2021,NY,Cattaraugus County,98,1226
01/01/2020,06/26/2021,NY,Cayuga County,92,1151
01/01/2020,06/26/2021,NY,Chautauqua County,151,1967
01/01/2020,06/26/2021,NY,Chemung County,178,1536
01/01/2020,06/26/2021,NY,Chenango County,73,764
01/01/2020,06/26/2021,NY,Clinton County,46,1256
01/01/2020,06/26/2021,NY,Columbia County,119,988
01/01/2020,06/26/2021,NY,Cortland County,71,666
01/01/2020,06/26/2021,NY,Delaware County,27,644
01/01/2020,06/26/2021,NY,Dutchess County,576,4558
01/01/2020,06/26/2021,NY,Erie County,2364,17587
01/01/2020,06/26/2021,NY,Essex County,16,529
01/01/2020,06/26/2021,NY,Franklin County,14,620
01/01/2020,06/26/2021,NY,Fulton County,92,844
01/01/2020,06/26/2021,NY,Genesee County,134,921
01/01/2020,06/26/2021,NY,Greene County,17,539
01/01/2020,06/26/2021,NY,Herkimer County,62,710
01/01/2020,06/26/2021,NY,Jefferson County,79,1296
01/01/2020,06/26/2021,NY,Kings County,8547,31615
01/01/2020,06/26/2021,NY,Lewis County,18,290
01/01/2020,06/26/2021,NY,Livingston County,50,601
01/01/2020,06/26/2021,NY,Madison County,89,888
01/01/2020,06/26/2021,NY,Monroe County,1599,13536
01/01/2020,06/26/2021,NY,Montgomery County,121,1007
01/01/2020,06/26/2021,NY,Nassau County,4871,22164
01/01/2020,06/26/2021,NY,New York County,5895,26255
01/01/2020,06/26/2021,NY,Niagara County,314,3466
01/01/2020,06/26/2021,NY,Oneida County,614,4504
01/01/2020,06/26/2021,NY,Onondaga County,1011,9121
01/01/2020,06/26/2021,NY,Ontario County,146,1677
01/01/2020,06/26/2021,NY,Orange County,880,4954
01/01/2020,06/26/2021,NY,Orleans County,60,483
01/01/2020,06/26/2021,NY,Oswego County,84,1211
01/01/2020,06/26/2021,NY,Otsego County,114,1311
01/01/2020,06/26/2021,NY,Putnam County,101,866
01/01/2020,06/26/2021,NY,Queens County,7493,26866
01/01/2020,06/26/2021,NY,Rensselaer County,144,2300
01/01/2020,06/26/2021,NY,Richmond County,1638,6957
01/01/2020,06/26/2021,NY,Rockland County,985,4094
01/01/2020,06/26/2021,NY,St. Lawrence County,95,1475
01/01/2020,06/26/2021,NY,Saratoga County,146,2359
01/01/2020,06/26/2021,NY,Schenectady County,198,2581
01/01/2020,06/26/2021,NY,Schoharie County,,293
01/01/2020,06/26/2021,NY,Schuyler County,,255
01/01/2020,06/26/2021,NY,Seneca County,37,346
01/01/2020,06/26/2021,NY,Steuben County,145,1488
01/01/2020,06/26/2021,NY,Suffolk County,4490,23154
01/01/2020,06/26/2021,NY,Sullivan County,85,1002
01/01/2020,06/26/2021,NY,Tioga County,50,472
01/01/2020,06/26/2021,NY,Tompkins County,68,1078
01/01/2020,06/26/2021,NY,Ulster County,185,2216
01/01/2020,06/26/2021,NY,Warren County,107,1485
01/01/2020,06/26/2021,NY,Washington County,46,818
01/01/2020,06/26/2021,NY,Wayne County,66,987
01/01/2020,06/26/2021,NY,Westchester County,2955,13213
01/01/2020,06/26/2021,NY,Wyoming County,39,514
01/01/2020,06/26/2021,NY,Yates County,30,395
01/01/2020,06/26/2021,OH,Adams County,24,457
01/01/2020,06/26/2021,OH,Allen County,402,2489
01/01/2020,06/26/2021,OH,Ashland County,97,828
01/01/2020,06/26/2021,OH,Ashtabula County,162,1631
01/01/2020,06/26/2021,OH,Athens County,49,704
01/01/2020,06/26/2021,OH,Auglaize County,76,677
01/01/2020,06/26/2021,OH,Belmont County,86,917
01/01/2020,06/26/2021,OH,Brown County,26,585
01/01/2020,06/26/2021,OH,Butler County,585,5344
01/01/2020,06/26/2021,OH,Carroll County,12,284
01/01/2020,06/26/2021,OH,Champaign County,31,452
01/01/2020,06/26/2021,OH,Clark County,282,2690
01/01/2020,06/26/2021,OH,Clermont County,134,1959
01/01/2020,06/26/2021,OH,Clinton County,46,581
01/01/2020,06/26/2021,OH,Columbiana County,205,1760
01/01/2020,06/26/2021,OH,Coshocton County,29,491
01/01/2020,06/26/2021,OH,Crawford County,86,791
01/01/2020,06/26/2021,OH,Cuyahoga County,3038,27306
01/01/2020,06/26/2021,OH,Darke County,93,840
01/01/2020,06/26/2021,OH,Defiance County,92,922
01/01/2020,06/26/2021,OH,Delaware County,95,1484
01/01/2020,06/26/2021,OH,Erie County,220,1785
01/01/2020,06/26/2021,OH,Fairfield County,198,2221
01/01/2020,06/26/2021,OH,Fayette County,32,467
01/01/2020,06/26/2021,OH,Franklin County,2573,22725
01/01/2020,06/26/2021,OH,Fulton County,46,459
01/01/2020,06/26/2021,OH,Gallia County,87,688
01/01/2020,06/26/2021,OH,Geauga County,202,1511
01/01/2020,06/26/2021,OH,Greene County,253,2085
01/01/2020,06/26/2021,OH,Guernsey County,31,635
01/01/2020,06/26/2021,OH,Hamilton County,1830,16840
01/01/2020,06/26/2021,OH,Hancock County,203,1515
01/01/2020,06/26/2021,OH,Hardin County,27,380
01/01/2020,06/26/2021,OH,Harrison County,24,258
01/01/2020,06/26/2021,OH,Henry County,39,281
01/01/2020,06/26/2021,OH,Highland County,44,612
01/01/2020,06/26/2021,OH,Hocking County,29,333
01/01/2020,06/26/2021,OH,Holmes County,101,550
01/01/2020,06/26/2021,OH,Huron County,99,896
01/01/2020,06/26/2021,OH,Jackson County,36,554
01/01/2020,06/26/2021,OH,Jefferson County,145,1383
01/01/2020,06/26/2021,OH,Knox County,87,935
01/01/2020,06/26/2021,OH,Lake County,335,3423
01/01/2020,06/26/2021,OH,Lawrence County,37,674
01/01/2020,06/26/2021,OH,Licking County,196,2429
01/01/2020,06/26/2021,OH,Logan County,57,611
01/01/2020,06/26/2021,OH,Lorain County,516,4592
01/01/2020,06/26/2021,OH,Lucas County,1310,9648
01/01/2020,06/26/2021,OH,Madison County,29,464
01/01/2020,06/26/2021,OH,Mahoning County,769,6039
01/01/2020,06/26/2021,OH,Marion County,203,1234
01/01/2020,06/26/2021,OH,Medina County,184,2069
01/01/2020,06/26/2021,OH,Meigs County,14,352
01/01/2020,06/26/2021,OH,Mercer County,71,550
01/01/2020,06/26/2021,OH,Miami County,164,1659
01/01/2020,06/26/2021,OH,Monroe County,13,175
01/01/2020,06/26/2021,OH,Montgomery County,1635,12963
01/01/2020,06/26/2021,OH,Morgan County,24,246
01/01/2020,06/26/2021,OH,Morrow County,26,366
01/01/2020,06/26/2021,OH,Muskingum County,201,1919
01/01/2020,06/26/2021,OH,Noble County,33,164
01/01/2020,06/26/2021,OH,Ottawa County,48,532
01/01/2020,06/26/2021,OH,Paulding County,25,205
01/01/2020,06/26/2021,OH,Perry County,19,401
01/01/2020,06/26/2021,OH,Pickaway County,88,749
01/01/2020,06/26/2021,OH,Pike County,,422
01/01/2020,06/26/2021,OH,Portage County,179,2108
01/01/2020,06/26/2021,OH,Preble County,32,465
01/01/2020,06/26/2021,OH,Putnam County,55,385
01/01/2020,06/26/2021,OH,Richland County,234,2336
01/01/2020,06/26/2021,OH,Ross County,191,1682
01/01/2020,06/26/2021,OH,Sandusky County,93,905
01/01/2020,06/26/2021,OH,Scioto County,152,1911
01/01/2020,06/26/2021,OH,Seneca County,88,764
01/01/2020,06/26/2021,OH,Shelby County,55,609
01/01/2020,06/26/2021,OH,Stark County,1108,7921
01/01/2020,06/26/2021,OH,Summit County,1162,10420
01/01/2020,06/26/2021,OH,Trumbull County,387,3475
01/01/2020,06/26/2021,OH,Tuscarawas County,251,1776
01/01/2020,06/26/2021,OH,Union County,37,547
01/01/2020,06/26/2021,OH,Van Wert County,47,376
01/01/2020,06/26/2021,OH,Vinton County,10,164
01/01/2020,06/26/2021,OH,Warren County,266,3007
01/01/2020,06/26/2021,OH,Washington County,164,1365
01/01/2020,06/26/2021,OH,Wayne County,221,1838
01/01/2020,06/26/2021,OH,Williams County,69,454
01/01/2020,06/26/2021,OH,Wood County,148,1908
01/01/2020,06/26/2021,OH,Wyandot County,39,345
01/01/2020,06/26/2021,OK,Adair County,18,256
01/01/2020,06/26/2021,OK,Atoka County,15,187
01/01/2020,06/26/2021,OK,Beaver County,,62
01/01/2020,06/26/2021,OK,Beckham County,62,384
01/01/2020,06/26/2021,OK,Blaine County,12,153
01/01/2020,06/26/2021,OK,Bryan County,110,816
01/01/2020,06/26/2021,OK,Caddo County,44,395
01/01/2020,06/26/2021,OK,Canadian County,114,1183
01/01/2020,06/26/2021,OK,Carter County,141,981
01/01/2020,06/26/2021,OK,Cherokee County,109,791
01/01/2020,06/26/2021,OK,Choctaw County,20,277
01/01/2020,06/26/2021,OK,Cleveland County,450,3370
01/01/2020,06/26/2021,OK,Coal County,10,110
01/01/2020,06/26/2021,OK,Comanche County,229,1867
01/01/2020,06/26/2021,OK,Cotton County,,69
01/01/2020,06/26/2021,OK,Craig County,13,232
01/01/2020,06/26/2021,OK,Creek County,65,880
01/01/2020,06/26/2021,OK,Custer County,69,471
01/01/2020,06/26/2021,OK,Delaware County,90,757
01/01/2020,06/26/2021,OK,Dewey County,12,94
01/01/2020,06/26/2021,OK,Ellis County,,57
01/01/2020,06/26/2021,OK,Garfield County,206,1235
01/01/2020,06/26/2021,OK,Garvin County,46,408
01/01/2020,06/26/2021,OK,Grady County,82,722
01/01/2020,06/26/2021,OK,Grant County,,67
01/01/2020,06/26/2021,OK,Greer County,11,78
01/01/2020,06/26/2021,OK,Harmon County,,45
01/01/2020,06/26/2021,OK,Harper County,,53
01/01/2020,06/26/2021,OK,Haskell County,,172
01/01/2020,06/26/2021,OK,Hughes County,20,234
01/01/2020,06/26/2021,OK,Jackson County,69,379
01/01/2020,06/26/2021,OK,Jefferson County,10,83
01/01/2020,06/26/2021,OK,Johnston County,15,135
01/01/2020,06/26/2021,OK,Kay County,109,790
01/01/2020,06/26/2021,OK,Kingfisher County,29,186
01/01/2020,06/26/2021,OK,Kiowa County,22,175
01/01/2020,06/26/2021,OK,Latimer County,,149
01/01/2020,06/26/2021,OK,Le Flore County,29,633
01/01/2020,06/26/2021,OK,Lincoln County,28,416
01/01/2020,06/26/2021,OK,Logan County,39,404
01/01/2020,06/26/2021,OK,Love County,27,167
01/01/2020,06/26/2021,OK,McClain County,29,408
01/01/2020,06/26/2021,OK,McCurtain County,42,515
01/01/2020,06/26/2021,OK,McIntosh County,15,312
01/01/2020,06/26/2021,OK,Major County,18,134
01/01/2020,06/26/2021,OK,Marshall County,,217
01/01/2020,06/26/2021,OK,Mayes County,29,513
01/01/2020,06/26/2021,OK,Murray County,24,259
01/01/2020,06/26/2021,OK,Muskogee County,227,1589
01/01/2020,06/26/2021,OK,Noble County,11,160
01/01/2020,06/26/2021,OK,Nowata County,,134
01/01/2020,06/26/2021,OK,Okfuskee County,11,188
01/01/2020,06/26/2021,OK,Oklahoma County,2531,17424
01/01/2020,06/26/2021,OK,Okmulgee County,38,534
01/01/2020,06/26/2021,OK,Osage County,26,419
01/01/2020,06/26/2021,OK,Ottawa County,55,506
01/01/2020,06/26/2021,OK,Pawnee County,13,236
01/01/2020,06/26/2021,OK,Payne County,83,850
01/01/2020,06/26/2021,OK,Pittsburg County,128,971
01/01/2020,06/26/2021,OK,Pontotoc County,120,702
01/01/2020,06/26/2021,OK,Pottawatomie County,162,1371
01/01/2020,06/26/2021,OK,Pushmataha County,11,189
01/01/2020,06/26/2021,OK,Roger Mills County,,52
01/01/2020,06/26/2021,OK,Rogers County,83,1139
01/01/2020,06/26/2021,OK,Seminole County,20,372
01/01/2020,06/26/2021,OK,Sequoyah County,33,579
01/01/2020,06/26/2021,OK,Stephens County,130,877
01/01/2020,06/26/2021,OK,Texas County,20,167
01/01/2020,06/26/2021,OK,Tulsa County,2097,14381
01/01/2020,06/26/2021,OK,Wagoner County,20,579
01/01/2020,06/26/2021,OK,Washington County,168,1205
01/01/2020,06/26/2021,OK,Washita County,15,153
01/01/2020,06/26/2021,OK,Woods County,18,110
01/01/2020,06/26/2021,OK,Woodward County,51,293
01/01/2020,06/26/2021,OR,Baker County,,321
01/01/2020,06/26/2021,OR,Benton County,41,1049
01/01/2020,06/26/2021,OR,Clackamas County,217,5303
01/01/2020,06/26/2021,OR,Clatsop County,,567
01/01/2020,06/26/2021,OR,Columbia County,10,416
01/01/2020,06/26/2021,OR,Coos County,30,1332
01/01/2020,06/26/2021,OR,Crook County,12,328
01/01/2020,06/26/2021,OR,Curry County,,542
01/01/2020,06/26/2021,OR,Deschutes County,142,2730
01/01/2020,06/26/2021,OR,Douglas County,63,2332
01/01/2020,06/26/2021,OR,Grant County,,124
01/01/2020,06/26/2021,OR,Harney County,,111
01/01/2020,06/26/2021,OR,Hood River County,21,269
01/01/2020,06/26/2021,OR,Jackson County,149,3998
01/01/2020,06/26/2021,OR,Jefferson County,,318
01/01/2020,06/26/2021,OR,Josephine County,68,1854
01/01/2020,06/26/2021,OR,Klamath County,75,1300
01/01/2020,06/26/2021,OR,Lake County,,150
01/01/2020,06/26/2021,OR,Lane County,150,6221
01/01/2020,06/26/2021,OR,Lincoln County,16,818
01/01/2020,06/26/2021,OR,Linn County,54,2069
01/01/2020,06/26/2021,OR,Malheur County,20,434
01/01/2020,06/26/2021,OR,Marion County,282,4578
01/01/2020,06/26/2021,OR,Morrow County,,75
01/01/2020,06/26/2021,OR,Multnomah County,798,11177
01/01/2020,06/26/2021,OR,Polk County,24,862
01/01/2020,06/26/2021,OR,Tillamook County,,457
01/01/2020,06/26/2021,OR,Umatilla County,59,937
01/01/2020,06/26/2021,OR,Union County,16,395
01/01/2020,06/26/2021,OR,Wallowa County,,96
01/01/2020,06/26/2021,OR,Wasco County,30,484
01/01/2020,06/26/2021,OR,Washington County,325,5763
01/01/2020,06/26/2021,OR,Yamhill County,66,1422
01/01/2020,06/26/2021,PA,Adams County,143,1406
01/01/2020,06/26/2021,PA,Allegheny County,2722,27556
01/01/2020,06/26/2021,PA,Armstrong County,93,984
01/01/2020,06/26/2021,PA,Beaver County,342,3111
01/01/2020,06/26/2021,PA,Bedford County,63,666
01/01/2020,06/26/2021,PA,Berks County,957,6568
01/01/2020,06/26/2021,PA,Blair County,429,3290
01/01/2020,06/26/2021,PA,Bradford County,157,1499
01/01/2020,06/26/2021,PA,Bucks County,1246,9918
01/01/2020,06/26/2021,PA,Butler County,422,3244
01/01/2020,06/26/2021,PA,Cambria County,447,3038
01/01/2020,06/26/2021,PA,Cameron County,,58
01/01/2020,06/26/2021,PA,Carbon County,123,1012
01/01/2020,06/26/2021,PA,Centre County,236,1803
01/01/2020,06/26/2021,PA,Chester County,940,6954
01/01/2020,06/26/2021,PA,Clarion County,75,621
01/01/2020,06/26/2021,PA,Clearfield County,166,1589
01/01/2020,06/26/2021,PA,Clinton County,24,444
01/01/2020,06/26/2021,PA,Columbia County,68,815
01/01/2020,06/26/2021,PA,Crawford County,145,1473
01/01/2020,06/26/2021,PA,Cumberland County,634,4408
01/01/2020,06/26/2021,PA,Dauphin County,725,5730
01/01/2020,06/26/2021,PA,Delaware County,1330,8577
01/01/2020,06/26/2021,PA,Elk County,29,434
01/01/2020,06/26/2021,PA,Erie County,527,5583
01/01/2020,06/26/2021,PA,Fayette County,276,2354
01/01/2020,06/26/2021,PA,Forest County,16,112
01/01/2020,06/26/2021,PA,Franklin County,384,2690
01/01/2020,06/26/2021,PA,Fulton County,,199
01/01/2020,06/26/2021,PA,Greene County,27,524
01/01/2020,06/26/2021,PA,Huntingdon County,92,607
01/01/2020,06/26/2021,PA,Indiana County,144,1328
01/01/2020,06/26/2021,PA,Jefferson County,85,739
01/01/2020,06/26/2021,PA,Juniata County,49,345
01/01/2020,06/26/2021,PA,Lackawanna County,552,4937
01/01/2020,06/26/2021,PA,Lancaster County,1124,8667
01/01/2020,06/26/2021,PA,Lawrence County,174,1688
01/01/2020,06/26/2021,PA,Lebanon County,248,2425
01/01/2020,06/26/2021,PA,Lehigh County,1387,8541
01/01/2020,06/26/2021,PA,Luzerne County,831,6779
01/01/2020,06/26/2021,PA,Lycoming County,353,2442
01/01/2020,06/26/2021,PA,McKean County,62,652
01/01/2020,06/26/2021,PA,Mercer County,237,2223
01/01/2020,06/26/2021,PA,Mifflin County,198,999
01/01/2020,06/26/2021,PA,Monroe County,294,2343
01/01/2020,06/26/2021,PA,Montgomery County,2275,14531
01/01/2020,06/26/2021,PA,Montour County,420,2203
01/01/2020,06/26/2021,PA,Northampton County,558,4443
01/01/2020,06/26/2021,PA,Northumberland County,211,1402
01/01/2020,06/26/2021,PA,Perry County,39,497
01/01/2020,06/26/2021,PA,Philadelphia County,3546,26993
01/01/2020,06/26/2021,PA,Pike County,17,497
01/01/2020,06/26/2021,PA,Potter County,12,284
01/01/2020,06/26/2021,PA,Schuylkill County,317,2621
01/01/2020,06/26/2021,PA,Snyder County,20,368
01/01/2020,06/26/2021,PA,Somerset County,198,1472
01/01/2020,06/26/2021,PA,Sullivan County,17,126
01/01/2020,06/26/2021,PA,Susquehanna County,44,604
01/01/2020,06/26/2021,PA,Tioga County,92,587
01/01/2020,06/26/2021,PA,Union County,138,767
01/01/2020,06/26/2021,PA,Venango County,91,938
01/01/2020,06/26/2021,PA,Warren County,88,698
01/01/2020,06/26/2021,PA,Washington County,285,3920
01/01/2020,06/26/2021,PA,Wayne County,79,900
01/01/2020,06/26/2021,PA,Westmoreland County,580,6028
01/01/2020,06/26/2021,PA,Wyoming County,31,281
01/01/2020,06/26/2021,PA,York County,807,7051
01/01/2020,06/26/2021,RI,Bristol County,79,559
01/01/2020,06/26/2021,RI,Kent County,338,2575
01/01/2020,06/26/2021,RI,Newport County,34,928
01/01/2020,06/26/2021,RI,Providence County,2109,11516
01/01/2020,06/26/2021,RI,Washington County,140,1734
01/01/2020,06/26/2021,SC,Abbeville County,16,310
01/01/2020,06/26/2021,SC,Aiken County,212,2637
01/01/2020,06/26/2021,SC,Allendale County,,110
01/01/2020,06/26/2021,SC,Anderson County,514,4062
01/01/2020,06/26/2021,SC,Bamberg County,11,238
01/01/2020,06/26/2021,SC,Barnwell County,17,254
01/01/2020,06/26/2021,SC,Beaufort County,170,2485
01/01/2020,06/26/2021,SC,Berkeley County,125,2288
01/01/2020,06/26/2021,SC,Calhoun County,16,196
01/01/2020,06/26/2021,SC,Charleston County,777,7852
01/01/2020,06/26/2021,SC,Cherokee County,41,758
01/01/2020,06/26/2021,SC,Chester County,33,486
01/01/2020,06/26/2021,SC,Chesterfield County,59,669
01/01/2020,06/26/2021,SC,Clarendon County,50,474
01/01/2020,06/26/2021,SC,Colleton County,106,853
01/01/2020,06/26/2021,SC,Darlington County,155,1003
01/01/2020,06/26/2021,SC,Dillon County,42,500
01/01/2020,06/26/2021,SC,Dorchester County,121,1440
01/01/2020,06/26/2021,SC,Edgefield County,10,286
01/01/2020,06/26/2021,SC,Fairfield County,35,339
01/01/2020,06/26/2021,SC,Florence County,750,4823
01/01/2020,06/26/2021,SC,Georgetown County,203,1546
01/01/2020,06/26/2021,SC,Greenville County,1073,8821
01/01/2020,06/26/2021,SC,Greenwood County,230,1769
01/01/2020,06/26/2021,SC,Hampton County,30,267
01/01/2020,06/26/2021,SC,Horry County,590,6651
01/01/2020,06/26/2021,SC,Jasper County,57,486
01/01/2020,06/26/2021,SC,Kershaw County,87,994
01/01/2020,06/26/2021,SC,Lancaster County,125,1231
01/01/2020,06/26/2021,SC,Laurens County,113,1139
01/01/2020,06/26/2021,SC,Lee County,12,189
01/01/2020,06/26/2021,SC,Lexington County,433,4517
01/01/2020,06/26/2021,SC,McCormick County,,131
01/01/2020,06/26/2021,SC,Marion County,61,504
01/01/2020,06/26/2021,SC,Marlboro County,,306
01/01/2020,06/26/2021,SC,Newberry County,76,619
01/01/2020,06/26/2021,SC,Oconee County,128,1449
01/01/2020,06/26/2021,SC,Orangeburg County,243,1777
01/01/2020,06/26/2021,SC,Pickens County,193,1544
01/01/2020,06/26/2021,SC,Richland County,758,6726
01/01/2020,06/26/2021,SC,Saluda County,15,241
01/01/2020,06/26/2021,SC,Spartanburg County,973,6441
01/01/2020,06/26/2021,SC,Sumter County,192,1819
01/01/2020,06/26/2021,SC,Union County,17,430
01/01/2020,06/26/2021,SC,Williamsburg County,32,418
01/01/2020,06/26/2021,SC,York County,356,3493
01/01/2020,06/26/2021,SD,Aurora County,,40
01/01/2020,06/26/2021,SD,Beadle County,33,240
01/01/2020,06/26/2021,SD,Bennett County,,48
01/01/2020,06/26/2021,SD,Bon Homme County,15,123
01/01/2020,06/26/2021,SD,Brookings County,33,290
01/01/2020,06/26/2021,SD,Brown County,115,685
01/01/2020,06/26/2021,SD,Brule County,,94
01/01/2020,06/26/2021,SD,Buffalo County,,16
01/01/2020,06/26/2021,SD,Butte County,16,109
01/01/2020,06/26/2021,SD,Charles Mix County,,162
01/01/2020,06/26/2021,SD,Clark County,,34
01/01/2020,06/26/2021,SD,Clay County,,105
01/01/2020,06/26/2021,SD,Codington County,65,433
01/01/2020,06/26/2021,SD,Custer County,,108
01/01/2020,06/26/2021,SD,Davison County,66,357
01/01/2020,06/26/2021,SD,Day County,24,113
01/01/2020,06/26/2021,SD,Deuel County,,42
01/01/2020,06/26/2021,SD,Douglas County,11,61
01/01/2020,06/26/2021,SD,Edmunds County,,72
01/01/2020,06/26/2021,SD,Fall River County,,163
01/01/2020,06/26/2021,SD,Faulk County,,41
01/01/2020,06/26/2021,SD,Grant County,35,144
01/01/2020,06/26/2021,SD,Gregory County,24,100
01/01/2020,06/26/2021,SD,Haakon County,,47
01/01/2020,06/26/2021,SD,Hamlin County,39,119
01/01/2020,06/26/2021,SD,Hand County,,70
01/01/2020,06/26/2021,SD,Hughes County,42,290
01/01/2020,06/26/2021,SD,Hutchinson County,23,153
01/01/2020,06/26/2021,SD,Jackson County,,39
01/01/2020,06/26/2021,SD,Jerauld County,15,36
01/01/2020,06/26/2021,SD,Kingsbury County,,77
01/01/2020,06/26/2021,SD,Lake County,16,128
01/01/2020,06/26/2021,SD,Lawrence County,36,332
01/01/2020,06/26/2021,SD,Lincoln County,47,410
01/01/2020,06/26/2021,SD,Lyman County,,29
01/01/2020,06/26/2021,SD,McCook County,24,95
