Start Date,End Date,State,County,COVID-19 Deaths,Total Deaths
01/01/2020,06/26/2021,SD,McPherson County,,30
01/01/2020,06/26/2021,SD,Marshall County,,50
01/01/2020,06/26/2021,SD,Meade County,36,303
01/01/2020,06/26/2021,SD,Mellette County,,23
01/01/2020,06/26/2021,SD,Miner County,,53
01/01/2020,06/26/2021,SD,Minnehaha County,811,4355
01/01/2020,06/26/2021,SD,Moody County,11,81
01/01/2020,06/26/2021,SD,Pennington County,230,2122
01/01/2020,06/26/2021,SD,Perkins County,,31
01/01/2020,06/26/2021,SD,Potter County,,46
01/01/2020,06/26/2021,SD,Roberts County,23,139
01/01/2020,06/26/2021,SD,Shannon County,,132
01/01/2020,06/26/2021,SD,Spink County,22,109
01/01/2020,06/26/2021,SD,Stanley County,,18
01/01/2020,06/26/2021,SD,Todd County,10,87
01/01/2020,06/26/2021,SD,Tripp County,,94
01/01/2020,06/26/2021,SD,Turner County,41,160
01/01/2020,06/26/2021,SD,Union County,11,116
01/01/2020,06/26/2021,SD,Walworth County,11,95
01/01/2020,06/26/2021,SD,Yankton County,68,476
01/01/2020,06/26/2021,SD,Ziebach County,,44
01/01/2020,06/26/2021,TN,Anderson County,181,1883
01/01/2020,06/26/2021,TN,Bedford County,55,594
01/01/2020,06/26/2021,TN,Benton County,11,273
01/01/2020,06/26/2021,TN,Bledsoe County,,182
01/01/2020,06/26/2021,TN,Blount County,176,2341
01/01/2020,06/26/2021,TN,Bradley County,139,1872
01/01/2020,06/26/2021,TN,Campbell County,33,829
01/01/2020,06/26/2021,TN,Cannon County,18,210
01/01/2020,06/26/2021,TN,Carroll County,61,603
01/01/2020,06/26/2021,TN,Carter County,105,1075
01/01/2020,06/26/2021,TN,Cheatham County,10,472
01/01/2020,06/26/2021,TN,Chester County,14,213
01/01/2020,06/26/2021,TN,Claiborne County,51,600
01/01/2020,06/26/2021,TN,Clay County,23,131
01/01/2020,06/26/2021,TN,Cocke County,82,774
01/01/2020,06/26/2021,TN,Coffee County,79,1027
01/01/2020,06/26/2021,TN,Crockett County,31,251
01/01/2020,06/26/2021,TN,Cumberland County,129,1428
01/01/2020,06/26/2021,TN,Davidson County,2056,15894
01/01/2020,06/26/2021,TN,Decatur County,,225
01/01/2020,06/26/2021,TN,DeKalb County,24,333
01/01/2020,06/26/2021,TN,Dickson County,152,997
01/01/2020,06/26/2021,TN,Dyer County,96,816
01/01/2020,06/26/2021,TN,Fayette County,28,415
01/01/2020,06/26/2021,TN,Fentress County,20,280
01/01/2020,06/26/2021,TN,Franklin County,74,787
01/01/2020,06/26/2021,TN,Gibson County,57,938
01/01/2020,06/26/2021,TN,Giles County,55,582
01/01/2020,06/26/2021,TN,Grainger County,16,338
01/01/2020,06/26/2021,TN,Greene County,91,1300
01/01/2020,06/26/2021,TN,Grundy County,,203
01/01/2020,06/26/2021,TN,Hamblen County,163,1498
01/01/2020,06/26/2021,TN,Hamilton County,908,9050
01/01/2020,06/26/2021,TN,Hancock County,,104
01/01/2020,06/26/2021,TN,Hardeman County,22,347
01/01/2020,06/26/2021,TN,Hardin County,30,535
01/01/2020,06/26/2021,TN,Hawkins County,26,829
01/01/2020,06/26/2021,TN,Haywood County,13,226
01/01/2020,06/26/2021,TN,Henderson County,43,444
01/01/2020,06/26/2021,TN,Henry County,50,717
01/01/2020,06/26/2021,TN,Hickman County,,328
01/01/2020,06/26/2021,TN,Houston County,12,195
01/01/2020,06/26/2021,TN,Humphreys County,,312
01/01/2020,06/26/2021,TN,Jackson County,,138
01/01/2020,06/26/2021,TN,Jefferson County,107,1025
01/01/2020,06/26/2021,TN,Johnson County,17,231
01/01/2020,06/26/2021,TN,Knox County,1088,11285
01/01/2020,06/26/2021,TN,Lake County,,107
01/01/2020,06/26/2021,TN,Lauderdale County,,322
01/01/2020,06/26/2021,TN,Lawrence County,47,729
01/01/2020,06/26/2021,TN,Lewis County,10,190
01/01/2020,06/26/2021,TN,Lincoln County,38,574
01/01/2020,06/26/2021,TN,Loudon County,35,771
01/01/2020,06/26/2021,TN,McMinn County,58,1046
01/01/2020,06/26/2021,TN,McNairy County,20,405
01/01/2020,06/26/2021,TN,Macon County,16,300
01/01/2020,06/26/2021,TN,Madison County,720,3640
01/01/2020,06/26/2021,TN,Marion County,18,433
01/01/2020,06/26/2021,TN,Marshall County,22,427
01/01/2020,06/26/2021,TN,Maury County,283,2059
01/01/2020,06/26/2021,TN,Meigs County,,187
01/01/2020,06/26/2021,TN,Monroe County,57,794
01/01/2020,06/26/2021,TN,Montgomery County,208,2349
01/01/2020,06/26/2021,TN,Moore County,,82
01/01/2020,06/26/2021,TN,Morgan County,,239
01/01/2020,06/26/2021,TN,Obion County,70,599
01/01/2020,06/26/2021,TN,Overton County,42,432
01/01/2020,06/26/2021,TN,Perry County,16,122
01/01/2020,06/26/2021,TN,Pickett County,,78
01/01/2020,06/26/2021,TN,Polk County,,270
01/01/2020,06/26/2021,TN,Putnam County,265,2024
01/01/2020,06/26/2021,TN,Rhea County,39,585
01/01/2020,06/26/2021,TN,Roane County,81,1035
01/01/2020,06/26/2021,TN,Robertson County,77,1031
01/01/2020,06/26/2021,TN,Rutherford County,661,4607
01/01/2020,06/26/2021,TN,Scott County,12,313
01/01/2020,06/26/2021,TN,Sequatchie County,,218
01/01/2020,06/26/2021,TN,Sevier County,141,1572
01/01/2020,06/26/2021,TN,Shelby County,1987,18382
01/01/2020,06/26/2021,TN,Smith County,10,286
01/01/2020,06/26/2021,TN,Stewart County,11,139
01/01/2020,06/26/2021,TN,Sullivan County,590,5403
01/01/2020,06/26/2021,TN,Sumner County,341,2693
01/01/2020,06/26/2021,TN,Tipton County,41,659
01/01/2020,06/26/2021,TN,Trousdale County,,137
01/01/2020,06/26/2021,TN,Unicoi County,17,392
01/01/2020,06/26/2021,TN,Union County,,291
01/01/2020,06/26/2021,TN,Van Buren County,10,94
01/01/2020,06/26/2021,TN,Warren County,57,653
01/01/2020,06/26/2021,TN,Washington County,435,3951
01/01/2020,06/26/2021,TN,Wayne County,10,238
01/01/2020,06/26/2021,TN,Weakley County,26,539
01/01/2020,06/26/2021,TN,White County,22,438
01/01/2020,06/26/2021,TN,Williamson County,223,2013
01/01/2020,06/26/2021,TN,Wilson County,151,1643
01/01/2020,06/26/2021,TX,Anderson County,122,927
01/01/2020,06/26/2021,TX,Andrews County,25,159
01/01/2020,06/26/2021,TX,Angelina County,315,1895
01/01/2020,06/26/2021,TX,Aransas County,,389
01/01/2020,06/26/2021,TX,Archer County,,56
01/01/2020,06/26/2021,TX,Armstrong County,,42
01/01/2020,06/26/2021,TX,Atascosa County,95,637
01/01/2020,06/26/2021,TX,Austin County,10,339
01/01/2020,06/26/2021,TX,Bailey County,,69
01/01/2020,06/26/2021,TX,Bandera County,,268
01/01/2020,06/26/2021,TX,Bastrop County,17,873
01/01/2020,06/26/2021,TX,Baylor County,,92
01/01/2020,06/26/2021,TX,Bee County,32,361
01/01/2020,06/26/2021,TX,Bell County,620,5159
01/01/2020,06/26/2021,TX,Bexar County,4944,29153
01/01/2020,06/26/2021,TX,Blanco County,,137
01/01/2020,06/26/2021,TX,Bosque County,13,332
01/01/2020,06/26/2021,TX,Bowie County,438,2645
01/01/2020,06/26/2021,TX,Brazoria County,417,3647
01/01/2020,06/26/2021,TX,Brazos County,481,2726
01/01/2020,06/26/2021,TX,Brewster County,,111
01/01/2020,06/26/2021,TX,Briscoe County,,14
01/01/2020,06/26/2021,TX,Brooks County,,89
01/01/2020,06/26/2021,TX,Brown County,121,834
01/01/2020,06/26/2021,TX,Burleson County,13,239
01/01/2020,06/26/2021,TX,Burnet County,83,760
01/01/2020,06/26/2021,TX,Caldwell County,39,428
01/01/2020,06/26/2021,TX,Calhoun County,14,264
01/01/2020,06/26/2021,TX,Callahan County,14,181
01/01/2020,06/26/2021,TX,Cameron County,1784,6487
01/01/2020,06/26/2021,TX,Camp County,14,217
01/01/2020,06/26/2021,TX,Carson County,,73
01/01/2020,06/26/2021,TX,Cass County,32,532
01/01/2020,06/26/2021,TX,Castro County,13,84
01/01/2020,06/26/2021,TX,Chambers County,17,366
01/01/2020,06/26/2021,TX,Cherokee County,103,728
01/01/2020,06/26/2021,TX,Childress County,11,127
01/01/2020,06/26/2021,TX,Clay County,,116
01/01/2020,06/26/2021,TX,Cochran County,,33
01/01/2020,06/26/2021,TX,Coke County,,73
01/01/2020,06/26/2021,TX,Coleman County,20,190
01/01/2020,06/26/2021,TX,Collin County,1451,10719
01/01/2020,06/26/2021,TX,Collingsworth County,,50
01/01/2020,06/26/2021,TX,Colorado County,17,347
01/01/2020,06/26/2021,TX,Comal County,337,2393
01/01/2020,06/26/2021,TX,Comanche County,31,258
01/01/2020,06/26/2021,TX,Concho County,,56
01/01/2020,06/26/2021,TX,Cooke County,49,552
01/01/2020,06/26/2021,TX,Coryell County,38,608
01/01/2020,06/26/2021,TX,Cottle County,,10
01/01/2020,06/26/2021,TX,Crane County,14,78
01/01/2020,06/26/2021,TX,Crockett County,,57
01/01/2020,06/26/2021,TX,Crosby County,,86
01/01/2020,06/26/2021,TX,Culberson County,,41
01/01/2020,06/26/2021,TX,Dallam County,,45
01/01/2020,06/26/2021,TX,Dallas County,4187,30420
01/01/2020,06/26/2021,TX,Dawson County,31,167
01/01/2020,06/26/2021,TX,Deaf Smith County,28,185
01/01/2020,06/26/2021,TX,Delta County,,76
01/01/2020,06/26/2021,TX,Denton County,889,7175
01/01/2020,06/26/2021,TX,DeWitt County,44,303
01/01/2020,06/26/2021,TX,Dimmit County,,144
01/01/2020,06/26/2021,TX,Donley County,,47
01/01/2020,06/26/2021,TX,Duval County,,102
01/01/2020,06/26/2021,TX,Eastland County,19,324
01/01/2020,06/26/2021,TX,Ector County,518,2563
01/01/2020,06/26/2021,TX,Edwards County,,26
01/01/2020,06/26/2021,TX,Ellis County,239,2035
01/01/2020,06/26/2021,TX,El Paso County,3092,12548
01/01/2020,06/26/2021,TX,Erath County,41,443
01/01/2020,06/26/2021,TX,Falls County,12,163
01/01/2020,06/26/2021,TX,Fannin County,44,513
01/01/2020,06/26/2021,TX,Fayette County,22,438
01/01/2020,06/26/2021,TX,Fisher County,,50
01/01/2020,06/26/2021,TX,Floyd County,22,99
01/01/2020,06/26/2021,TX,Foard County,,37
01/01/2020,06/26/2021,TX,Fort Bend County,656,5940
01/01/2020,06/26/2021,TX,Franklin County,,108
01/01/2020,06/26/2021,TX,Freestone County,24,277
01/01/2020,06/26/2021,TX,Frio County,24,196
01/01/2020,06/26/2021,TX,Gaines County,10,140
01/01/2020,06/26/2021,TX,Galveston County,617,4602
01/01/2020,06/26/2021,TX,Garza County,,49
01/01/2020,06/26/2021,TX,Gillespie County,56,558
01/01/2020,06/26/2021,TX,Goliad County,,62
01/01/2020,06/26/2021,TX,Gonzales County,28,261
01/01/2020,06/26/2021,TX,Gray County,49,362
01/01/2020,06/26/2021,TX,Grayson County,508,3150
01/01/2020,06/26/2021,TX,Gregg County,570,3293
01/01/2020,06/26/2021,TX,Grimes County,13,318
01/01/2020,06/26/2021,TX,Guadalupe County,163,1629
01/01/2020,06/26/2021,TX,Hale County,100,440
01/01/2020,06/26/2021,TX,Hall County,,47
01/01/2020,06/26/2021,TX,Hamilton County,20,167
01/01/2020,06/26/2021,TX,Hansford County,,56
01/01/2020,06/26/2021,TX,Hardeman County,,43
01/01/2020,06/26/2021,TX,Hardin County,21,555
01/01/2020,06/26/2021,TX,Harris County,7353,54343
01/01/2020,06/26/2021,TX,Harrison County,40,720
01/01/2020,06/26/2021,TX,Hartley County,10,79
01/01/2020,06/26/2021,TX,Haskell County,13,101
01/01/2020,06/26/2021,TX,Hays County,202,2092
01/01/2020,06/26/2021,TX,Hemphill County,,36
01/01/2020,06/26/2021,TX,Henderson County,102,1433
01/01/2020,06/26/2021,TX,Hidalgo County,2835,10545
01/01/2020,06/26/2021,TX,Hill County,50,537
01/01/2020,06/26/2021,TX,Hockley County,45,257
01/01/2020,06/26/2021,TX,Hood County,114,1110
01/01/2020,06/26/2021,TX,Hopkins County,126,763
01/01/2020,06/26/2021,TX,Houston County,21,356
01/01/2020,06/26/2021,TX,Howard County,64,541
01/01/2020,06/26/2021,TX,Hudspeth County,,51
01/01/2020,06/26/2021,TX,Hunt County,157,1482
01/01/2020,06/26/2021,TX,Hutchinson County,33,297
01/01/2020,06/26/2021,TX,Jack County,,100
01/01/2020,06/26/2021,TX,Jackson County,,163
01/01/2020,06/26/2021,TX,Jasper County,31,560
01/01/2020,06/26/2021,TX,Jeff Davis County,,21
01/01/2020,06/26/2021,TX,Jefferson County,723,5434
01/01/2020,06/26/2021,TX,Jim Hogg County,,46
01/01/2020,06/26/2021,TX,Jim Wells County,56,512
01/01/2020,06/26/2021,TX,Johnson County,136,1703
01/01/2020,06/26/2021,TX,Jones County,11,202
01/01/2020,06/26/2021,TX,Karnes County,22,177
01/01/2020,06/26/2021,TX,Kaufman County,87,1261
01/01/2020,06/26/2021,TX,Kendall County,39,582
01/01/2020,06/26/2021,TX,Kerr County,83,1161
01/01/2020,06/26/2021,TX,Kimble County,,67
01/01/2020,06/26/2021,TX,Kinney County,,35
01/01/2020,06/26/2021,TX,Kleberg County,64,414
01/01/2020,06/26/2021,TX,Knox County,15,77
01/01/2020,06/26/2021,TX,Lamar County,205,1294
01/01/2020,06/26/2021,TX,Lamb County,36,205
01/01/2020,06/26/2021,TX,Lampasas County,12,289
01/01/2020,06/26/2021,TX,La Salle County,,63
01/01/2020,06/26/2021,TX,Lavaca County,47,332
01/01/2020,06/26/2021,TX,Lee County,11,175
01/01/2020,06/26/2021,TX,Leon County,,193
01/01/2020,06/26/2021,TX,Liberty County,48,829
01/01/2020,06/26/2021,TX,Limestone County,39,414
01/01/2020,06/26/2021,TX,Lipscomb County,,25
01/01/2020,06/26/2021,TX,Live Oak County,,143
01/01/2020,06/26/2021,TX,Llano County,33,408
01/01/2020,06/26/2021,TX,Lubbock County,1499,6891
01/01/2020,06/26/2021,TX,Lynn County,,58
01/01/2020,06/26/2021,TX,McCulloch County,,134
01/01/2020,06/26/2021,TX,McLennan County,666,4558
01/01/2020,06/26/2021,TX,McMullen County,,11
01/01/2020,06/26/2021,TX,Madison County,,197
01/01/2020,06/26/2021,TX,Marion County,,155
01/01/2020,06/26/2021,TX,Martin County,,51
01/01/2020,06/26/2021,TX,Matagorda County,73,487
01/01/2020,06/26/2021,TX,Maverick County,179,702
01/01/2020,06/26/2021,TX,Medina County,20,495
01/01/2020,06/26/2021,TX,Menard County,,38
01/01/2020,06/26/2021,TX,Midland County,355,2050
01/01/2020,06/26/2021,TX,Milam County,17,286
01/01/2020,06/26/2021,TX,Mills County,10,89
01/01/2020,06/26/2021,TX,Mitchell County,,101
01/01/2020,06/26/2021,TX,Montague County,31,361
01/01/2020,06/26/2021,TX,Montgomery County,1136,9012
01/01/2020,06/26/2021,TX,Moore County,43,192
01/01/2020,06/26/2021,TX,Morris County,,139
01/01/2020,06/26/2021,TX,Motley County,,22
01/01/2020,06/26/2021,TX,Nacogdoches County,240,1235
01/01/2020,06/26/2021,TX,Navarro County,127,790
01/01/2020,06/26/2021,TX,Newton County,17,162
01/01/2020,06/26/2021,TX,Nolan County,50,277
01/01/2020,06/26/2021,TX,Nueces County,1059,6633
01/01/2020,06/26/2021,TX,Ochiltree County,16,92
01/01/2020,06/26/2021,TX,Orange County,18,925
01/01/2020,06/26/2021,TX,Palo Pinto County,59,502
01/01/2020,06/26/2021,TX,Panola County,29,383
01/01/2020,06/26/2021,TX,Parker County,111,1477
01/01/2020,06/26/2021,TX,Parmer County,24,108
01/01/2020,06/26/2021,TX,Pecos County,,180
01/01/2020,06/26/2021,TX,Polk County,58,871
01/01/2020,06/26/2021,TX,Potter County,984,4171
01/01/2020,06/26/2021,TX,Presidio County,,37
01/01/2020,06/26/2021,TX,Rains County,,131
01/01/2020,06/26/2021,TX,Randall County,78,1132
01/01/2020,06/26/2021,TX,Reagan County,,29
01/01/2020,06/26/2021,TX,Real County,,49
01/01/2020,06/26/2021,TX,Red River County,,219
01/01/2020,06/26/2021,TX,Reeves County,19,169
01/01/2020,06/26/2021,TX,Refugio County,,93
01/01/2020,06/26/2021,TX,Robertson County,11,211
01/01/2020,06/26/2021,TX,Rockwall County,270,1464
01/01/2020,06/26/2021,TX,Runnels County,28,194
01/01/2020,06/26/2021,TX,Rusk County,43,660
01/01/2020,06/26/2021,TX,Sabine County,19,216
01/01/2020,06/26/2021,TX,San Augustine County,17,184
01/01/2020,06/26/2021,TX,San Jacinto County,,341
01/01/2020,06/26/2021,TX,San Patricio County,28,635
01/01/2020,06/26/2021,TX,San Saba County,,83
01/01/2020,06/26/2021,TX,Schleicher County,,43
01/01/2020,06/26/2021,TX,Scurry County,40,220
01/01/2020,06/26/2021,TX,Shackelford County,,33
01/01/2020,06/26/2021,TX,Shelby County,15,288
01/01/2020,06/26/2021,TX,Sherman County,,24
01/01/2020,06/26/2021,TX,Smith County,1150,6771
01/01/2020,06/26/2021,TX,Somervell County,22,177
01/01/2020,06/26/2021,TX,Starr County,89,521
01/01/2020,06/26/2021,TX,Stephens County,,128
01/01/2020,06/26/2021,TX,Sterling County,,16
01/01/2020,06/26/2021,TX,Stonewall County,,36
01/01/2020,06/26/2021,TX,Sutton County,,41
01/01/2020,06/26/2021,TX,Swisher County,,93
01/01/2020,06/26/2021,TX,Tarrant County,4218,27896
01/01/2020,06/26/2021,TX,Taylor County,668,3193
01/01/2020,06/26/2021,TX,Terry County,21,173
01/01/2020,06/26/2021,TX,Throckmorton County,,15
01/01/2020,06/26/2021,TX,Titus County,76,564
01/01/2020,06/26/2021,TX,Tom Green County,387,2308
01/01/2020,06/26/2021,TX,Travis County,1323,11605
01/01/2020,06/26/2021,TX,Trinity County,,211
01/01/2020,06/26/2021,TX,Tyler County,20,338
01/01/2020,06/26/2021,TX,Upshur County,17,489
01/01/2020,06/26/2021,TX,Upton County,,42
01/01/2020,06/26/2021,TX,Uvalde County,47,409
01/01/2020,06/26/2021,TX,Val Verde County,110,542
01/01/2020,06/26/2021,TX,Van Zandt County,39,731
01/01/2020,06/26/2021,TX,Victoria County,405,1966
01/01/2020,06/26/2021,TX,Walker County,85,767
01/01/2020,06/26/2021,TX,Waller County,13,369
01/01/2020,06/26/2021,TX,Ward County,,123
01/01/2020,06/26/2021,TX,Washington County,58,534
01/01/2020,06/26/2021,TX,Webb County,879,3159
01/01/2020,06/26/2021,TX,Wharton County,50,530
01/01/2020,06/26/2021,TX,Wheeler County,,93
01/01/2020,06/26/2021,TX,Wichita County,491,2909
01/01/2020,06/26/2021,TX,Wilbarger County,47,237
01/01/2020,06/26/2021,TX,Willacy County,,101
01/01/2020,06/26/2021,TX,Williamson County,672,5915
01/01/2020,06/26/2021,TX,Wilson County,44,596
01/01/2020,06/26/2021,TX,Winkler County,,78
01/01/2020,06/26/2021,TX,Wise County,158,1076
01/01/2020,06/26/2021,TX,Wood County,33,698
01/01/2020,06/26/2021,TX,Yoakum County,10,88
01/01/2020,06/26/2021,TX,Young County,30,385
01/01/2020,06/26/2021,TX,Zapata County,,78
01/01/2020,06/26/2021,TX,Zavala County,,66
01/01/2020,06/26/2021,UT,Beaver County,,81
01/01/2020,06/26/2021,UT,Box Elder County,15,584
01/01/2020,06/26/2021,UT,Cache County,37,890
01/01/2020,06/26/2021,UT,Carbon County,14,344
01/01/2020,06/26/2021,UT,Davis County,152,2939
01/01/2020,06/26/2021,UT,Duchesne County,,199
01/01/2020,06/26/2021,UT,Emery County,,118
01/01/2020,06/26/2021,UT,Garfield County,,85
01/01/2020,06/26/2021,UT,Grand County,,120
01/01/2020,06/26/2021,UT,Iron County,19,506
01/01/2020,06/26/2021,UT,Juab County,,120
01/01/2020,06/26/2021,UT,Kane County,,128
01/01/2020,06/26/2021,UT,Millard County,,160
01/01/2020,06/26/2021,UT,Morgan County,,80
01/01/2020,06/26/2021,UT,Salt Lake County,1167,13069
01/01/2020,06/26/2021,UT,San Juan County,12,135
01/01/2020,06/26/2021,UT,Sanpete County,10,283
01/01/2020,06/26/2021,UT,Sevier County,10,289
01/01/2020,06/26/2021,UT,Summit County,,184
01/01/2020,06/26/2021,UT,Tooele County,28,558
01/01/2020,06/26/2021,UT,Uintah County,15,368
01/01/2020,06/26/2021,UT,Utah County,444,4741
01/01/2020,06/26/2021,UT,Wasatch County,,273
01/01/2020,06/26/2021,UT,Washington County,287,2901
01/01/2020,06/26/2021,UT,Weber County,273,3324
01/01/2020,06/26/2021,VA,Accomack County,39,660
01/01/2020,06/26/2021,VA,Albemarle County,109,1626
01/01/2020,06/26/2021,VA,Alleghany County,43,372
01/01/2020,06/26/2021,VA,Amelia County,22,219
01/01/2020,06/26/2021,VA,Amherst County,17,321
01/01/2020,06/26/2021,VA,Appomattox County,13,188
01/01/2020,06/26/2021,VA,Arlington County,343,2366
01/01/2020,06/26/2021,VA,Augusta County,155,1534
01/01/2020,06/26/2021,VA,Bath County,,106
01/01/2020,06/26/2021,VA,Bedford County,24,1018
01/01/2020,06/26/2021,VA,Bland County,,98
01/01/2020,06/26/2021,VA,Botetourt County,10,398
01/01/2020,06/26/2021,VA,Brunswick County,,173
01/01/2020,06/26/2021,VA,Buchanan County,18,317
01/01/2020,06/26/2021,VA,Buckingham County,12,175
01/01/2020,06/26/2021,VA,Campbell County,19,618
01/01/2020,06/26/2021,VA,Caroline County,19,313
01/01/2020,06/26/2021,VA,Carroll County,33,407
01/01/2020,06/26/2021,VA,Charles City County,,84
01/01/2020,06/26/2021,VA,Charlotte County,,165
01/01/2020,06/26/2021,VA,Chesterfield County,361,4199
01/01/2020,06/26/2021,VA,Clarke County,,181
01/01/2020,06/26/2021,VA,Culpeper County,63,642
01/01/2020,06/26/2021,VA,Cumberland County,,95
01/01/2020,06/26/2021,VA,Dickenson County,,195
01/01/2020,06/26/2021,VA,Dinwiddie County,,251
01/01/2020,06/26/2021,VA,Essex County,13,225
01/01/2020,06/26/2021,VA,Fairfax County,1024,8975
01/01/2020,06/26/2021,VA,Fauquier County,59,792
01/01/2020,06/26/2021,VA,Floyd County,14,219
01/01/2020,06/26/2021,VA,Fluvanna County,11,245
01/01/2020,06/26/2021,VA,Franklin County,46,804
01/01/2020,06/26/2021,VA,Frederick County,35,690
01/01/2020,06/26/2021,VA,Giles County,11,307
01/01/2020,06/26/2021,VA,Gloucester County,67,779
01/01/2020,06/26/2021,VA,Goochland County,,186
01/01/2020,06/26/2021,VA,Grayson County,17,221
01/01/2020,06/26/2021,VA,Greene County,10,210
01/01/2020,06/26/2021,VA,Greensville County,,123
01/01/2020,06/26/2021,VA,Halifax County,95,746
01/01/2020,06/26/2021,VA,Hanover County,283,2345
01/01/2020,06/26/2021,VA,Henrico County,684,5951
01/01/2020,06/26/2021,VA,Henry County,26,633
01/01/2020,06/26/2021,VA,Highland County,,21
01/01/2020,06/26/2021,VA,Isle of Wight County,17,403
01/01/2020,06/26/2021,VA,James City County,42,1164
01/01/2020,06/26/2021,VA,King and Queen County,,74
01/01/2020,06/26/2021,VA,King George County,,195
01/01/2020,06/26/2021,VA,King William County,,144
01/01/2020,06/26/2021,VA,Lancaster County,12,282
01/01/2020,06/26/2021,VA,Lee County,18,290
01/01/2020,06/26/2021,VA,Loudoun County,281,2853
01/01/2020,06/26/2021,VA,Louisa County,,338
01/01/2020,06/26/2021,VA,Lunenburg County,,115
01/01/2020,06/26/2021,VA,Madison County,,156
01/01/2020,06/26/2021,VA,Mathews County,,155
01/01/2020,06/26/2021,VA,Mecklenburg County,60,727
01/01/2020,06/26/2021,VA,Middlesex County,16,234
01/01/2020,06/26/2021,VA,Montgomery County,124,1274
01/01/2020,06/26/2021,VA,New Kent County,,173
01/01/2020,06/26/2021,VA,Northampton County,15,224
01/01/2020,06/26/2021,VA,Northumberland County,,158
01/01/2020,06/26/2021,VA,Nottoway County,16,263
01/01/2020,06/26/2021,VA,Orange County,,432
01/01/2020,06/26/2021,VA,Page County,46,393
01/01/2020,06/26/2021,VA,Patrick County,21,288
01/01/2020,06/26/2021,VA,Pittsylvania County,21,673
01/01/2020,06/26/2021,VA,Powhatan County,,233
01/01/2020,06/26/2021,VA,Prince Edward County,26,416
01/01/2020,06/26/2021,VA,Prince George County,,254
01/01/2020,06/26/2021,VA,Prince William County,318,2937
01/01/2020,06/26/2021,VA,Pulaski County,51,603
01/01/2020,06/26/2021,VA,Richmond County,,146
01/01/2020,06/26/2021,VA,Roanoke County,48,1101
01/01/2020,06/26/2021,VA,Rockbridge County,19,266
01/01/2020,06/26/2021,VA,Rockingham County,190,1409
01/01/2020,06/26/2021,VA,Russell County,,392
01/01/2020,06/26/2021,VA,Scott County,19,309
01/01/2020,06/26/2021,VA,Shenandoah County,87,723
01/01/2020,06/26/2021,VA,Smyth County,43,572
01/01/2020,06/26/2021,VA,Southampton County,17,204
01/01/2020,06/26/2021,VA,Spotsylvania County,48,1160
01/01/2020,06/26/2021,VA,Stafford County,21,858
01/01/2020,06/26/2021,VA,Surry County,,69
01/01/2020,06/26/2021,VA,Sussex County,,137
01/01/2020,06/26/2021,VA,Tazewell County,58,875
01/01/2020,06/26/2021,VA,Warren County,30,519
01/01/2020,06/26/2021,VA,Washington County,130,1146
01/01/2020,06/26/2021,VA,Westmoreland County,,222
01/01/2020,06/26/2021,VA,Wise County,66,550
01/01/2020,06/26/2021,VA,Wythe County,58,592
01/01/2020,06/26/2021,VA,York County,79,847
01/01/2020,06/26/2021,VA,Alexandria city,204,1441
01/01/2020,06/26/2021,VA,Bristol city,25,335
01/01/2020,06/26/2021,VA,Buena Vista city,12,94
01/01/2020,06/26/2021,VA,Charlottesville city,171,1826
01/01/2020,06/26/2021,VA,Chesapeake city,261,2959
01/01/2020,06/26/2021,VA,Colonial Heights city,31,342
01/01/2020,06/26/2021,VA,Covington city,,79
01/01/2020,06/26/2021,VA,Danville city,160,1349
01/01/2020,06/26/2021,VA,Emporia city,30,177
01/01/2020,06/26/2021,VA,Fairfax city,25,333
01/01/2020,06/26/2021,VA,Falls Church city,,107
01/01/2020,06/26/2021,VA,Franklin city,46,264
01/01/2020,06/26/2021,VA,Fredericksburg city,156,1438
01/01/2020,06/26/2021,VA,Galax city,70,303
01/01/2020,06/26/2021,VA,Hampton city,179,2000
01/01/2020,06/26/2021,VA,Harrisonburg city,42,447
01/01/2020,06/26/2021,VA,Hopewell city,97,633
01/01/2020,06/26/2021,VA,Lexington city,33,209
01/01/2020,06/26/2021,VA,Lynchburg city,393,2677
01/01/2020,06/26/2021,VA,Manassas city,185,805
01/01/2020,06/26/2021,VA,Manassas Park city,,19
01/01/2020,06/26/2021,VA,Martinsville city,147,755
01/01/2020,06/26/2021,VA,Newport News city,306,3344
01/01/2020,06/26/2021,VA,Norfolk city,414,4692
01/01/2020,06/26/2021,VA,Norton city,,251
01/01/2020,06/26/2021,VA,Petersburg city,193,1358
01/01/2020,06/26/2021,VA,Poquoson city,,143
01/01/2020,06/26/2021,VA,Portsmouth city,199,1807
01/01/2020,06/26/2021,VA,Radford city,13,185
01/01/2020,06/26/2021,VA,Richmond city,443,5252
01/01/2020,06/26/2021,VA,Roanoke city,435,3902
01/01/2020,06/26/2021,VA,Salem city,167,1467
01/01/2020,06/26/2021,VA,Staunton city,17,410
01/01/2020,06/26/2021,VA,Suffolk city,256,1575
01/01/2020,06/26/2021,VA,Virginia Beach city,338,5201
01/01/2020,06/26/2021,VA,Waynesboro city,11,270
01/01/2020,06/26/2021,VA,Williamsburg city,,121
01/01/2020,06/26/2021,VA,Winchester city,242,1860
01/01/2020,06/26/2021,VT,Addison County,,419
01/01/2020,06/26/2021,VT,Bennington County,15,731
01/01/2020,06/26/2021,VT,Caledonia County,,429
